Coding Departamento;Código Municipio;Nombre Departamento;Nombre Municipio
Alabama;36310;Alabama;Abbeville
Alabama;35004;Alabama;Acmar
Alabama;35005;Alabama;Adamsville
Alabama;35540;Alabama;Addison
Alabama;35006;Alabama;Adger
Alabama;36720;Alabama;Alberta
Alabama;35950;Alabama;Albertville
Alabama;35073;Alabama;Alden
Alabama;36250;Alabama;Alexandria
Alabama;35442;Alabama;Aliceville
Alabama;36419;Alabama;Allen
Alabama;35014;Alabama;Alpine
Alabama;36420;Alabama;Andalusia
Alabama;35610;Alabama;Anderson
Alabama;36201;Alabama;Anniston
Alabama;35016;Alabama;Arab
Alabama;35739;Alabama;Ardmore
Alabama;36311;Alabama;Ariton
Alabama;35541;Alabama;Arley
Alabama;36722;Alabama;Arlington
Alabama;36312;Alabama;Ashford
Alabama;36251;Alabama;Ashland
Alabama;35953;Alabama;Ashville
Alabama;35611;Alabama;Athens
Alabama;36502;Alabama;Atmore
Alabama;35954;Alabama;Attalla
Alabama;36830;Alabama;Auburn
Alabama;36003;Alabama;Autaugaville
Alabama;36505;Alabama;Axis
Alabama;35019;Alabama;Baileyton
Alabama;36005;Alabama;Banks
Alabama;35542;Alabama;Bankston
Alabama;36507;Alabama;Bay Minette
Alabama;36509;Alabama;Bayou La Batre
Alabama;35543;Alabama;Bear Creek
Alabama;36425;Alabama;Beatrice
Alabama;35544;Alabama;Beaverton
Alabama;36785;Alabama;Benton
Alabama;35546;Alabama;Berry
Alabama;35020;Alabama;Bessemer
Alabama;35763;Alabama;Big Cove
Alabama;36510;Alabama;Bigbee
Alabama;36006;Alabama;Billingsley
Alabama;35203;Alabama;Birmingham
Alabama;36314;Alabama;Black
Alabama;35031;Alabama;Blountsville
Alabama;35226;Alabama;Bluff Park
Alabama;35957;Alabama;Boaz
Alabama;35443;Alabama;Boligee
Alabama;36511;Alabama;Bon Secour
Alabama;36761;Alabama;Boys Ranch
Alabama;36009;Alabama;Brantley
Alabama;35033;Alabama;Bremen
Alabama;35034;Alabama;Brent
Alabama;35740;Alabama;Bridgeport
Alabama;35035;Alabama;Brierfield
Alabama;35548;Alabama;Brilliant
Alabama;36615;Alabama;Brookley Field
Alabama;35444;Alabama;Brookwood
Alabama;35741;Alabama;Brownsboro
Alabama;36010;Alabama;Brundidge
Alabama;35958;Alabama;Bryant
Alabama;35446;Alabama;Buhl
Alabama;36752;Alabama;Burkville
Alabama;36904;Alabama;Butler
Alabama;35243;Alabama;Cahaba Heights
Alabama;35040;Alabama;Calera
Alabama;36726;Alabama;Camden
Alabama;36850;Alabama;Camp Hill
Alabama;36727;Alabama;Campbell
Alabama;35549;Alabama;Carbon Hill
Alabama;36515;Alabama;Carlton
Alabama;35447;Alabama;Carrollton
Alabama;36432;Alabama;Castleberry
Alabama;36728;Alabama;Catherine
Alabama;36013;Alabama;Cecil
Alabama;35959;Alabama;Cedar Bluff
Alabama;35215;Alabama;Center Point
Alabama;35960;Alabama;Centre
Alabama;35042;Alabama;Centreville
Alabama;36316;Alabama;Chancellor
Alabama;36518;Alabama;Chatom
Alabama;35043;Alabama;Chelsea
Alabama;35616;Alabama;Cherokee
Alabama;36611;Alabama;Chickasaw
Alabama;36521;Alabama;Chunchula
Alabama;36522;Alabama;Citronelle
Alabama;35045;Alabama;Clanton
Alabama;36016;Alabama;Clayton
Alabama;35049;Alabama;Cleveland
Alabama;36017;Alabama;Clio
Alabama;36317;Alabama;Clopton
Alabama;35068;Alabama;Coalburg
Alabama;35470;Alabama;Coatopa
Alabama;36523;Alabama;Coden
Alabama;36318;Alabama;Coffee Springs
Alabama;36524;Alabama;Coffeeville
Alabama;35452;Alabama;Coker
Alabama;35961;Alabama;Collinsville
Alabama;36319;Alabama;Columbia
Alabama;35051;Alabama;Columbiana
Alabama;35044;Alabama;Coosa Pines
Alabama;35550;Alabama;Cordova
Alabama;35453;Alabama;Cottondale
Alabama;36320;Alabama;Cottonwood
Alabama;35618;Alabama;Courtland
Alabama;36435;Alabama;Coy
Alabama;36255;Alabama;Cragford
Alabama;35053;Alabama;Crane Hill
Alabama;36525;Alabama;Creola
Alabama;35213;Alabama;Crestline Height
Alabama;35054;Alabama;Cropwell
Alabama;35962;Alabama;Crossville
Alabama;36907;Alabama;Cuba
Alabama;35055;Alabama;Cullman
Alabama;36852;Alabama;Cusseta
Alabama;35474;Alabama;Cypress
Alabama;36853;Alabama;Dadeville
Alabama;36322;Alabama;Daleville
Alabama;35619;Alabama;Danville
Alabama;36526;Alabama;Daphne
Alabama;36528;Alabama;Dauphin Island
Alabama;36256;Alabama;Daviston
Alabama;35963;Alabama;Dawson
Alabama;36022;Alabama;Deatsville
Alabama;35601;Alabama;Decatur
Alabama;36529;Alabama;Deer Park
Alabama;36258;Alabama;Delta
Alabama;36732;Alabama;Demopolis
Alabama;35552;Alabama;Detroit
Alabama;36436;Alabama;Dickinson
Alabama;35126;Alabama;Dixiana
Alabama;36736;Alabama;Dixons Mills
Alabama;35061;Alabama;Dolomite
Alabama;35062;Alabama;Dora
Alabama;35553;Alabama;Double Springs
Alabama;36028;Alabama;Dozier
Alabama;35456;Alabama;Duncanville
Alabama;35744;Alabama;Dutton
Alabama;36426;Alabama;East Brewton
Alabama;36260;Alabama;Eastaboga
Alabama;35457;Alabama;Echola
Alabama;36024;Alabama;Eclectic
Alabama;36613;Alabama;Eight Mile
Alabama;36323;Alabama;Elba
Alabama;36530;Alabama;Elberta
Alabama;35554;Alabama;Eldridge
Alabama;35620;Alabama;Elkmont
Alabama;36025;Alabama;Elmore
Alabama;35458;Alabama;Elrod
Alabama;35459;Alabama;Emelle
Alabama;35063;Alabama;Empire
Alabama;36330;Alabama;Enterprise
Alabama;35460;Alabama;Epes
Alabama;36026;Alabama;Equality
Alabama;35745;Alabama;Estillfork
Alabama;35461;Alabama;Ethelsville
Alabama;36004;Alabama;Eufaula
Alabama;35462;Alabama;Eutaw
Alabama;35621;Alabama;Eva
Alabama;36401;Alabama;Evergreen
Alabama;35746;Alabama;Fackler
Alabama;35064;Alabama;Fairfield
Alabama;36532;Alabama;Fairhope
Alabama;35622;Alabama;Falkville
Alabama;36738;Alabama;Faunsdale
Alabama;35555;Alabama;Fayette
Alabama;36029;Alabama;Fitzpatrick
Alabama;36855;Alabama;Five Points
Alabama;35966;Alabama;Flat Rock
Alabama;36441;Alabama;Flomaton
Alabama;36442;Alabama;Florala
Alabama;35630;Alabama;Florence
Alabama;36535;Alabama;Foley
Alabama;36030;Alabama;Forest Home
Alabama;36740;Alabama;Forkland
Alabama;36031;Alabama;Fort Davis
Alabama;36032;Alabama;Fort Deposit
Alabama;36205;Alabama;Fort Mc Clellan
Alabama;36542;Alabama;Fort Morgan
Alabama;35967;Alabama;Fort Payne
Alabama;36362;Alabama;Fort Rucker
Alabama;35463;Alabama;Fosters
Alabama;36444;Alabama;Franklin
Alabama;36538;Alabama;Frankville
Alabama;36445;Alabama;Frisco City
Alabama;36539;Alabama;Fruitdale
Alabama;36262;Alabama;Fruithurst
Alabama;36446;Alabama;Fulton
Alabama;35971;Alabama;Fyffe
Alabama;35904;Alabama;Gadsden
Alabama;36540;Alabama;Gainestown
Alabama;35464;Alabama;Gainesville
Alabama;35972;Alabama;Gallant
Alabama;36742;Alabama;Gallion
Alabama;36038;Alabama;Gantt
Alabama;35071;Alabama;Gardendale
Alabama;35973;Alabama;Gaylesville
Alabama;36340;Alabama;Geneva
Alabama;36033;Alabama;Georgiana
Alabama;35974;Alabama;Geraldine
Alabama;36908;Alabama;Gilbertown
Alabama;35905;Alabama;Glencoe
Alabama;36034;Alabama;Glenwood
Alabama;35072;Alabama;Goodwater
Alabama;35466;Alabama;Gordo
Alabama;36343;Alabama;Gordon
Alabama;36035;Alabama;Goshen
Alabama;36036;Alabama;Grady
Alabama;36263;Alabama;Graham
Alabama;36541;Alabama;Grand Bay
Alabama;35747;Alabama;Grant
Alabama;36744;Alabama;Greensboro
Alabama;36037;Alabama;Greenville
Alabama;36451;Alabama;Grove Hill
Alabama;35975;Alabama;Groveoak
Alabama;35563;Alabama;Guin
Alabama;36115;Alabama;Gunter Afs
Alabama;35976;Alabama;Guntersville
Alabama;35748;Alabama;Gurley
Alabama;35564;Alabama;Hackleburg
Alabama;35565;Alabama;Haleyville
Alabama;35570;Alabama;Hamilton
Alabama;35077;Alabama;Hanceville
Alabama;36039;Alabama;Hardaway
Alabama;35078;Alabama;Harpersville
Alabama;36344;Alabama;Hartford
Alabama;35640;Alabama;Hartselle
Alabama;35749;Alabama;Harvest
Alabama;36858;Alabama;Hatchechubbee
Alabama;35079;Alabama;Hayden
Alabama;36040;Alabama;Hayneville
Alabama;35750;Alabama;Hazel Green
Alabama;36345;Alabama;Headland
Alabama;36264;Alabama;Heflin
Alabama;35080;Alabama;Helena
Alabama;35978;Alabama;Henagar
Alabama;35979;Alabama;Higdon
Alabama;36041;Alabama;Highland Home
Alabama;35643;Alabama;Hillsboro
Alabama;35571;Alabama;Hodges
Alabama;35903;Alabama;Hokes Bluff
Alabama;35083;Alabama;Holly Pond
Alabama;35751;Alabama;Hollytree
Alabama;35752;Alabama;Hollywood
Alabama;35404;Alabama;Holt
Alabama;35209;Alabama;Homewood
Alabama;36042;Alabama;Honoraville
Alabama;35244;Alabama;Hoover
Alabama;36043;Alabama;Hope Hull
Alabama;35980;Alabama;Horton
Alabama;35572;Alabama;Houston
Alabama;35023;Alabama;Hueytown
Alabama;35801;Alabama;Huntsville
Alabama;36860;Alabama;Hurtsboro
Alabama;35768;Alabama;Hytop
Alabama;35981;Alabama;Ider
Alabama;35124;Alabama;Indian Springs
Alabama;35210;Alabama;Irondale
Alabama;36544;Alabama;Irvington
Alabama;36910;Alabama;Jachin
Alabama;36346;Alabama;Jack
Alabama;36545;Alabama;Jackson
Alabama;36861;Alabama;Jacksons Gap
Alabama;36265;Alabama;Jacksonville
Alabama;35501;Alabama;Jasper
Alabama;35085;Alabama;Jemison
Alabama;36749;Alabama;Jones
Alabama;35087;Alabama;Joppa
Alabama;35089;Alabama;Kellyton
Alabama;35574;Alabama;Kennedy
Alabama;35007;Alabama;Keystone
Alabama;35645;Alabama;Killen
Alabama;35091;Alabama;Kimberly
Alabama;36453;Alabama;Kinston
Alabama;35469;Alabama;Knoxville
Alabama;35754;Alabama;Laceys Spring
Alabama;36862;Alabama;Lafayette
Alabama;36863;Alabama;Lanett
Alabama;35755;Alabama;Langston
Alabama;36046;Alabama;Lapine
Alabama;36793;Alabama;Lawley
Alabama;35094;Alabama;Leeds
Alabama;35983;Alabama;Leesburg
Alabama;35646;Alabama;Leighton
Alabama;36454;Alabama;Lenox
Alabama;36548;Alabama;Leroy
Alabama;35647;Alabama;Lester
Alabama;36047;Alabama;Letohatchee
Alabama;35648;Alabama;Lexington
Alabama;36549;Alabama;Lillian
Alabama;35096;Alabama;Lincoln
Alabama;36748;Alabama;Linden
Alabama;36266;Alabama;Lineville
Alabama;36912;Alabama;Lisman
Alabama;36550;Alabama;Little River
Alabama;35098;Alabama;Logan
Alabama;36048;Alabama;Louisville
Alabama;36751;Alabama;Lower Peach Tree
Alabama;36551;Alabama;Loxley
Alabama;36049;Alabama;Luverne
Alabama;35575;Alabama;Lynn
Alabama;36754;Alabama;Magnolia
Alabama;36555;Alabama;Magnolia Springs
Alabama;36349;Alabama;Malvern
Alabama;36750;Alabama;Maplesville
Alabama;36051;Alabama;Marbury
Alabama;36756;Alabama;Marion
Alabama;36759;Alabama;Marion Junction
Alabama;36052;Alabama;Mathews
Alabama;36113;Alabama;Maxwell A F B
Alabama;35114;Alabama;Maylene
Alabama;35111;Alabama;Mc Calla
Alabama;36553;Alabama;Mc Intosh
Alabama;36456;Alabama;Mc Kenzie
Alabama;35984;Alabama;Mentone
Alabama;35759;Alabama;Meridianville
Alabama;35228;Alabama;Midfield
Alabama;36350;Alabama;Midland City
Alabama;36053;Alabama;Midway
Alabama;36054;Alabama;Millbrook
Alabama;36267;Alabama;Millerville
Alabama;35576;Alabama;Millport
Alabama;36558;Alabama;Millry
Alabama;36602;Alabama;Mobile
Alabama;36460;Alabama;Monroeville
Alabama;35115;Alabama;Montevallo
Alabama;36104;Alabama;Montgomery
Alabama;35116;Alabama;Morris
Alabama;36762;Alabama;Morvin
Alabama;35650;Alabama;Moulton
Alabama;35651;Alabama;Mount Hope
Alabama;35117;Alabama;Mount Olive
Alabama;36560;Alabama;Mount Vernon
Alabama;35223;Alabama;Mountain Brook
Alabama;36268;Alabama;Munford
Alabama;36269;Alabama;Muscadine
Alabama;35661;Alabama;Muscle Shoals
Alabama;36303;Alabama;Napier Field
Alabama;35578;Alabama;Nauvoo
Alabama;36915;Alabama;Needham
Alabama;36351;Alabama;New Brockton
Alabama;35760;Alabama;New Hope
Alabama;35761;Alabama;New Market
Alabama;35010;Alabama;New Site
Alabama;36765;Alabama;Newbern
Alabama;36270;Alabama;Newell
Alabama;36352;Alabama;Newton
Alabama;36353;Alabama;Newville
Alabama;35476;Alabama;Northport
Alabama;36866;Alabama;Notasulga
Alabama;35579;Alabama;Oakman
Alabama;35120;Alabama;Odenville
Alabama;36271;Alabama;Ohatchee
Alabama;35121;Alabama;Oneonta
Alabama;36801;Alabama;Opelika
Alabama;36467;Alabama;Opp
Alabama;36561;Alabama;Orange Beach
Alabama;36767;Alabama;Orrville
Alabama;36203;Alabama;Oxford
Alabama;36360;Alabama;Ozark
Alabama;35764;Alabama;Paint Rock
Alabama;36370;Alabama;Pansey
Alabama;35580;Alabama;Parrish
Alabama;35125;Alabama;Pell City
Alabama;36916;Alabama;Pennington
Alabama;36562;Alabama;Perdido
Alabama;36061;Alabama;Perote
Alabama;36471;Alabama;Peterman
Alabama;36867;Alabama;Phenix City
Alabama;35581;Alabama;Phil Campbell
Alabama;36272;Alabama;Piedmont
Alabama;36064;Alabama;Pike Road
Alabama;36768;Alabama;Pine Apple
Alabama;36769;Alabama;Pine Hill
Alabama;35765;Alabama;Pisgah
Alabama;36871;Alabama;Pittsview
Alabama;36758;Alabama;Plantersville
Alabama;35127;Alabama;Pleasant Grove
Alabama;36771;Alabama;Prairie
Alabama;36066;Alabama;Prattville
Alabama;36610;Alabama;Prichard
Alabama;35766;Alabama;Princeton
Alabama;35130;Alabama;Quinton
Alabama;35131;Alabama;Ragland
Alabama;35986;Alabama;Rainsville
Alabama;35480;Alabama;Ralph
Alabama;36069;Alabama;Ramer
Alabama;36273;Alabama;Ranburne
Alabama;36792;Alabama;Randolph
Alabama;36473;Alabama;Range
Alabama;35582;Alabama;Red Bay
Alabama;36474;Alabama;Red Level
Alabama;35481;Alabama;Reform
Alabama;35133;Alabama;Remlap
Alabama;36475;Alabama;Repton
Alabama;35135;Alabama;Riverside
Alabama;36567;Alabama;Robertsdale
Alabama;36274;Alabama;Rock Mills
Alabama;35136;Alabama;Rockford
Alabama;35652;Alabama;Rogersville
Alabama;35653;Alabama;Russellville
Alabama;36071;Alabama;Rutledge
Alabama;36773;Alabama;Safford
Alabama;36569;Alabama;Saint Stephens
Alabama;36874;Alabama;Salem
Alabama;36570;Alabama;Salitpa
Alabama;36477;Alabama;Samson
Alabama;36571;Alabama;Saraland
Alabama;36775;Alabama;Sardis
Alabama;36572;Alabama;Satsuma
Alabama;36776;Alabama;Sawyerville
Alabama;36875;Alabama;Seale
Alabama;35771;Alabama;Section
Alabama;36701;Alabama;Selma
Alabama;36574;Alabama;Seminole
Alabama;36575;Alabama;Semmes
Alabama;35660;Alabama;Sheffield
Alabama;35143;Alabama;Shelby
Alabama;35242;Alabama;Shoal Creek
Alabama;36075;Alabama;Shorter
Alabama;36373;Alabama;Shorterville
Alabama;36919;Alabama;Silas
Alabama;36576;Alabama;Silverhill
Alabama;36374;Alabama;Skipperville
Alabama;36375;Alabama;Slocomb
Alabama;36877;Alabama;Smiths
Alabama;35952;Alabama;Snead
Alabama;35670;Alabama;Somerville
Alabama;35901;Alabama;Southside
Alabama;36527;Alabama;Spanish Fort
Alabama;35146;Alabama;Springville
Alabama;36779;Alabama;Sprott
Alabama;35585;Alabama;Spruce Pine
Alabama;36790;Alabama;Stanton
Alabama;35987;Alabama;Steele
Alabama;35147;Alabama;Sterrett
Alabama;35772;Alabama;Stevenson
Alabama;35441;Alabama;Stewart
Alabama;36579;Alabama;Stockton
Alabama;35586;Alabama;Sulligent
Alabama;35148;Alabama;Sumiton
Alabama;36580;Alabama;Summerdale
Alabama;36782;Alabama;Sweet Water
Alabama;35150;Alabama;Sylacauga
Alabama;35118;Alabama;Sylvan Springs
Alabama;35988;Alabama;Sylvania
Alabama;35160;Alabama;Talladega
Alabama;36078;Alabama;Tallassee
Alabama;35671;Alabama;Tanner
Alabama;36301;Alabama;Taylor
Alabama;36582;Alabama;Theodore
Alabama;36783;Alabama;Thomaston
Alabama;36784;Alabama;Thomasville
Alabama;35171;Alabama;Thorsby
Alabama;36583;Alabama;Tibbie
Alabama;36080;Alabama;Titus
Alabama;35773;Alabama;Toney
Alabama;35672;Alabama;Town Creek
Alabama;35587;Alabama;Townley
Alabama;36921;Alabama;Toxey
Alabama;35172;Alabama;Trafford
Alabama;35774;Alabama;Trenton
Alabama;35758;Alabama;Triana
Alabama;35673;Alabama;Trinity
Alabama;36081;Alabama;Troy
Alabama;35173;Alabama;Trussville
Alabama;35401;Alabama;Tuscaloosa
Alabama;35674;Alabama;Tuscumbia
Alabama;36083;Alabama;Tuskegee
Alabama;36088;Alabama;Tuskegee Institu
Alabama;35175;Alabama;Union Grove
Alabama;36089;Alabama;Union Springs
Alabama;36786;Alabama;Uniontown
Alabama;36480;Alabama;Uriah
Alabama;35775;Alabama;Valhermoso Sprin
Alabama;36854;Alabama;Valley
Alabama;35989;Alabama;Valley Head
Alabama;35490;Alabama;Vance
Alabama;35176;Alabama;Vandiver
Alabama;36091;Alabama;Verbena
Alabama;35592;Alabama;Vernon
Alabama;35216;Alabama;Vestavia Hills
Alabama;35593;Alabama;Vina
Alabama;35178;Alabama;Vincent
Alabama;36584;Alabama;Vinegar Bend
Alabama;35179;Alabama;Vinemont
Alabama;36481;Alabama;Vredenburgh
Alabama;36276;Alabama;Wadley
Alabama;36585;Alabama;Wagarville
Alabama;36586;Alabama;Walker Springs
Alabama;36922;Alabama;Ward
Alabama;35180;Alabama;Warrior
Alabama;35677;Alabama;Waterloo
Alabama;36879;Alabama;Waverly
Alabama;36277;Alabama;Weaver
Alabama;36376;Alabama;Webb
Alabama;36278;Alabama;Wedowee
Alabama;36279;Alabama;Wellington
Alabama;35183;Alabama;Weogufka
Alabama;35184;Alabama;West Blocton
Alabama;36092;Alabama;Wetumpka
Alabama;36482;Alabama;Whatley
Alabama;36587;Alabama;Wilmer
Alabama;35186;Alabama;Wilsonville
Alabama;35594;Alabama;Winfield
Alabama;36483;Alabama;Wing
Alabama;36280;Alabama;Woodland
Alabama;35188;Alabama;Woodstock
Alabama;35776;Alabama;Woodville
Alabama;36925;Alabama;York
Alaska;99615;Alaska;Akhiok
Alaska;99551;Alaska;Akiachak
Alaska;99552;Alaska;Akiak
Alaska;99553;Alaska;Akutan
Alaska;99554;Alaska;Alakanuk
Alaska;99555;Alaska;Aleknagik
Alaska;99720;Alaska;Allakaket
Alaska;99786;Alaska;Ambler
Alaska;99721;Alaska;Anaktuvuk Pass
Alaska;99501;Alaska;Anchorage
Alaska;99744;Alaska;Anderson
Alaska;99820;Alaska;Angoon
Alaska;99558;Alaska;Anvik
Alaska;99722;Alaska;Arctic Village
Alaska;99559;Alaska;Atmautluak
Alaska;99723;Alaska;Barrow
Alaska;99724;Alaska;Beaver
Alaska;99726;Alaska;Bettles Field
Alaska;99780;Alaska;Border
Alaska;99785;Alaska;Brevig Mission
Alaska;99727;Alaska;Buckland
Alaska;99645;Alaska;Butte
Alaska;99729;Alaska;Cantwell
Alaska;99730;Alaska;Central
Alaska;99788;Alaska;Chalkyitsik
Alaska;99561;Alaska;Chefornak
Alaska;99574;Alaska;Chenega Bay
Alaska;99563;Alaska;Chevak
Alaska;99564;Alaska;Chignik
Alaska;99565;Alaska;Chignik Lagoon
Alaska;99557;Alaska;Chuathbaluk
Alaska;99567;Alaska;Chugiak
Alaska;99733;Alaska;Circle
Alaska;99568;Alaska;Clam Gulch
Alaska;99569;Alaska;Clarks Point
Alaska;99704;Alaska;Clear
Alaska;99701;Alaska;Coldfoot
Alaska;99572;Alaska;Cooper Landing
Alaska;99573;Alaska;Copper Center
Alaska;99921;Alaska;Craig
Alaska;99575;Alaska;Crooked Creek
Alaska;99736;Alaska;Deering
Alaska;99755;Alaska;Denali National
Alaska;99737;Alaska;Dot Lake
Alaska;99824;Alaska;Douglas
Alaska;99692;Alaska;Dutch Harbor
Alaska;99577;Alaska;Eagle River
Alaska;99578;Alaska;Eek
Alaska;99579;Alaska;Egegik
Alaska;99702;Alaska;Eielson Afb
Alaska;99580;Alaska;Ekwok
Alaska;99739;Alaska;Elim
Alaska;99506;Alaska;Elmendorf Afb
Alaska;99581;Alaska;Emmonak
Alaska;99709;Alaska;Fairbanks
Alaska;99583;Alaska;False Pass
Alaska;99505;Alaska;Fort Richardson
Alaska;99703;Alaska;Fort Wainwright
Alaska;99740;Alaska;Fort Yukon
Alaska;99741;Alaska;Galena
Alaska;99742;Alaska;Gambell
Alaska;99588;Alaska;Glennallen
Alaska;99762;Alaska;Golovin
Alaska;99589;Alaska;Goodnews Bay
Alaska;99590;Alaska;Grayling
Alaska;99826;Alaska;Gustavus
Alaska;99827;Alaska;Haines
Alaska;99743;Alaska;Healy
Alaska;99602;Alaska;Holy Cross
Alaska;99829;Alaska;Hoonah
Alaska;99604;Alaska;Hooper Bay
Alaska;99745;Alaska;Hughes
Alaska;99746;Alaska;Huslia
Alaska;99922;Alaska;Hydaburg
Alaska;99923;Alaska;Hyder
Alaska;99613;Alaska;Igiugig
Alaska;99801;Alaska;Juneau
Alaska;99747;Alaska;Kaktovik
Alaska;99607;Alaska;Kalskag
Alaska;99748;Alaska;Kaltag
Alaska;99610;Alaska;Kasilof
Alaska;99611;Alaska;Kenai
Alaska;99901;Alaska;Ketchikan
Alaska;99749;Alaska;Kiana
Alaska;99612;Alaska;King Cove
Alaska;99614;Alaska;Kipnuk
Alaska;99750;Alaska;Kivalina
Alaska;99925;Alaska;Klawock
Alaska;99751;Alaska;Kobuk
Alaska;99606;Alaska;Kokhanok
Alaska;99576;Alaska;Koliganek
Alaska;99620;Alaska;Kotlik
Alaska;99752;Alaska;Kotzebue
Alaska;99753;Alaska;Koyuk
Alaska;99621;Alaska;Kwethluk
Alaska;99622;Alaska;Kwigillingok
Alaska;99757;Alaska;Lake Minchumina
Alaska;99625;Alaska;Levelock
Alaska;99626;Alaska;Lower Kalskag
Alaska;99756;Alaska;Manley Hot Sprin
Alaska;99628;Alaska;Manokotak
Alaska;99585;Alaska;Marshall
Alaska;99627;Alaska;Mc Grath
Alaska;99630;Alaska;Mekoryuk
Alaska;99926;Alaska;Metlakatla
Alaska;99758;Alaska;Minto
Alaska;99631;Alaska;Moose Pass
Alaska;99632;Alaska;Mountain Village
Alaska;99633;Alaska;Naknek
Alaska;99634;Alaska;Napakiak
Alaska;99571;Alaska;Nelson Lagoon
Alaska;99760;Alaska;Nenana
Alaska;99636;Alaska;New Stuyahok
Alaska;99556;Alaska;Nikolaevsk
Alaska;99691;Alaska;Nikolai
Alaska;99638;Alaska;Nikolski
Alaska;99639;Alaska;Ninilchik
Alaska;99761;Alaska;Noatak
Alaska;99640;Alaska;Nondalton
Alaska;99763;Alaska;Noorvik
Alaska;99705;Alaska;North Pole
Alaska;99789;Alaska;Nuiqsut
Alaska;99765;Alaska;Nulato
Alaska;99647;Alaska;Pedro Bay
Alaska;99648;Alaska;Perryville
Alaska;99833;Alaska;Petersburg
Alaska;99649;Alaska;Pilot Point
Alaska;99650;Alaska;Pilot Station
Alaska;99651;Alaska;Platinum
Alaska;99927;Alaska;Point Baker
Alaska;99766;Alaska;Point Hope
Alaska;99759;Alaska;Point Lay
Alaska;99653;Alaska;Port Alsworth
Alaska;99603;Alaska;Port Graham
Alaska;99549;Alaska;Port Heiden
Alaska;99734;Alaska;Prudhoe Bay
Alaska;99655;Alaska;Quinhagak
Alaska;99767;Alaska;Rampart
Alaska;99656;Alaska;Red Devil
Alaska;99768;Alaska;Ruby
Alaska;99657;Alaska;Russian Mission
Alaska;99591;Alaska;Saint George Isl
Alaska;99658;Alaska;Saint Marys
Alaska;99659;Alaska;Saint Michael
Alaska;99660;Alaska;Saint Paul Islan
Alaska;99714;Alaska;Salcha
Alaska;99661;Alaska;Sand Point
Alaska;99769;Alaska;Savoonga
Alaska;99662;Alaska;Scammon Bay
Alaska;99770;Alaska;Selawik
Alaska;99664;Alaska;Seward
Alaska;99665;Alaska;Shageluk
Alaska;99771;Alaska;Shaktoolik
Alaska;99772;Alaska;Shishmaref
Alaska;99773;Alaska;Shungnak
Alaska;99835;Alaska;Sitka
Alaska;99840;Alaska;Skagway
Alaska;99586;Alaska;Slana
Alaska;99668;Alaska;Sleetmute
Alaska;99669;Alaska;Soldotna
Alaska;99670;Alaska;South Naknek
Alaska;99671;Alaska;Stebbins
Alaska;99672;Alaska;Sterling
Alaska;99774;Alaska;Stevens Village
Alaska;99676;Alaska;Talkeetna
Alaska;99777;Alaska;Tanana
Alaska;99778;Alaska;Teller
Alaska;99919;Alaska;Thorne Bay
Alaska;99683;Alaska;Trapper Creek
Alaska;99679;Alaska;Tuluksak
Alaska;99681;Alaska;Tununak
Alaska;99682;Alaska;Tyonek
Alaska;99684;Alaska;Unalakleet
Alaska;99685;Alaska;Unalaska
Alaska;99686;Alaska;Valdez
Alaska;99781;Alaska;Venetie
Alaska;99782;Alaska;Wainwright
Alaska;99783;Alaska;Wales
Alaska;99654;Alaska;Wasilla
Alaska;99784;Alaska;White Mountain
Alaska;99688;Alaska;Willow
Alaska;99929;Alaska;Wrangell
Alaska;99689;Alaska;Yakutat
Arizona;85920;Arizona;Alpine
Arizona;85640;Arizona;Amado
Arizona;85220;Arizona;Apache Junction
Arizona;85242;Arizona;Arizona Boys Ran
Arizona;85322;Arizona;Arlington
Arizona;86320;Arizona;Ash Fork
Arizona;85323;Arizona;Avondale
Arizona;86321;Arizona;Bagdad
Arizona;85602;Arizona;Benson
Arizona;85603;Arizona;Bisbee
Arizona;85922;Arizona;Blue
Arizona;85326;Arizona;Buckeye
Arizona;86430;Arizona;Bullhead City
Arizona;85530;Arizona;Bylas
Arizona;86322;Arizona;Camp Verde
Arizona;85704;Arizona;Casas Adobes
Arizona;85331;Arizona;Cave Creek
Arizona;86502;Arizona;Chambers
Arizona;85224;Arizona;Chandler
Arizona;86503;Arizona;Chinle
Arizona;86323;Arizona;Chino Valley
Arizona;85328;Arizona;Cibola
Arizona;86324;Arizona;Clarkdale
Arizona;85533;Arizona;Clifton
Arizona;85606;Arizona;Cochise
Arizona;86021;Arizona;Colorado City
Arizona;85924;Arizona;Concho
Arizona;85332;Arizona;Congress
Arizona;85228;Arizona;Coolidge
Arizona;86325;Arizona;Cornville
Arizona;86326;Arizona;Cottonwood
Arizona;86343;Arizona;Crown King
Arizona;85333;Arizona;Dateland
Arizona;86535;Arizona;Dennehotso
Arizona;86403;Arizona;Desert Hills
Arizona;86327;Arizona;Dewey
Arizona;86441;Arizona;Dolan Springs
Arizona;85607;Arizona;Douglas
Arizona;85925;Arizona;Eagar
Arizona;85535;Arizona;Eden
Arizona;85335;Arizona;El Mirage
Arizona;85222;Arizona;Eleven Mile Corn
Arizona;85610;Arizona;Elfrida
Arizona;85611;Arizona;Elgin
Arizona;85231;Arizona;Eloy
Arizona;85344;Arizona;Empire Landing
Arizona;86001;Arizona;Flagstaff
Arizona;85232;Arizona;Florence
Arizona;85613;Arizona;Fort Huachuca
